id,business_id,name,img_url,rating,address,city,zip_code,phone,compliant
,dsH51ikQdoMUXY_V8BxW7g,Birch Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/s9lImZMiSjkWv7xUdH7Zdw/o.jpg,4.5,71 W Houston St,New York,10012,12126861444,0
,cRqsjphkIBy9GFQxDwm2Og,"DŌ, Cookie Dough Confections",https://s3-media2.fl.yelpcdn.com/bphoto/6gIdhovX8sy6B3hqSM0c-Q/o.jpg,3.5,550 LaGuardia Pl,New York,10012,16468923600,0
,5X0-rQyMPt5uRYFKdrRKFQ,Dunkin',https://s3-media3.fl.yelpcdn.com/bphoto/oXGKsYcbqIhvkJ1w_vkjtg/o.jpg,2.5,67 Cooper Square,New York,10003,16466784137,1
,8R9b20VeZvs85WxqtF9mRQ,East Village Thai,https://s3-media3.fl.yelpcdn.com/bphoto/hY21lEn-77kPPvO9mjVADw/o.jpg,4,32 E 7th St,New York,10003,12126734610,0
,dZENEWBMFMIbqIBGtlUwsQ,The Kati Roll Company,https://s3-media2.fl.yelpcdn.com/bphoto/A-1f8c97_O2Tc-xAGiyFDA/o.jpg,4,128 2nd Ave,New York,10003,16463987710,0
,nnNMrTTLohVjhKDXAlXUJA,Ciala,https://s3-media1.fl.yelpcdn.com/bphoto/jdRTE_KENRbErXH34Uw8JQ/o.jpg,4.5,77 2nd Ave,New York,10003,12123004118,1
,Smj-UqUvNFneHKkuZ0BN7A,Kona Coffee and Company,https://s3-media3.fl.yelpcdn.com/bphoto/jpxWssXEd3OEcFn0JJjXpw/o.jpg,4.5,57 2nd Ave,New York,10003,,1
,DQuwci5xgJxXx7dxxp9FBA,Taqueria St. Marks Place,https://s3-media4.fl.yelpcdn.com/bphoto/Z52Y0_XukoBmq1aoFvG4_A/o.jpg,4,79 St Marks Pl,New York,10003,16469645614,0
,rCpO-kMHljieU0geK0RJQw,Noreetuh,https://s3-media1.fl.yelpcdn.com/bphoto/PoqPAHXhTGUk9DeFimdl6Q/o.jpg,4,128 1st Ave,New York,10009,16468923050,1
,uO9SZB3M88DH7_HhJee5Xw,Fuku,https://s3-media3.fl.yelpcdn.com/bphoto/0eRrSJkaNrjf-f_xZ-5huQ/o.jpg,3.5,163 1st Ave,New York,10003,,0
,4v5lbiExMocWoG7iKnYWrQ,Black Seed Bagels,https://s3-media1.fl.yelpcdn.com/bphoto/p3GbHa3SIa0owxOAO-7ExQ/o.jpg,3,176 First Ave,New York,10012,16469151500,0
,x64xHVZoQj1ZOjzPqVprkw,Little Tong Noodle Shop,https://s3-media3.fl.yelpcdn.com/bphoto/gvlQrBWxAobgny6AN02iSw/o.jpg,4,177 1st Ave,New York,10003,19293678664,1
,NF0YMfLNRhqssVcwzF6fCg,Three Seat Espresso,https://s3-media1.fl.yelpcdn.com/bphoto/z72Zx66ydYfbYczrreNoVw/o.jpg,4.5,137 Avenue A,New York,10009,19173882769,0
,qMr-lz0G0vyz2r4mJJQxmA,Butter Lane,https://s3-media4.fl.yelpcdn.com/bphoto/qwdSGuda8Q89zZljsllVWA/o.jpg,4,123 E 7th St,New York,10009,12126772880,0
,rBUTVjRs5CcEMe3dfVRZJQ,Ho Foods,https://s3-media2.fl.yelpcdn.com/bphoto/-yKeU-JwcZ_CaO5-cok-Cw/o.jpg,4,110 E 7th St,New York,10009,13477880682,0
,Ew3d7Vt18c1MH4_X6ogxQQ,Banh Mi Zon,https://s3-media2.fl.yelpcdn.com/bphoto/MmV22bjypsCf_32llkUTpQ/o.jpg,4.5,443 E 6th St,New York,10009,16465246384,0
,hHzngEBZs7iLE42Zv3MHXg,Resobox  East Village,https://s3-media3.fl.yelpcdn.com/bphoto/uPwkikiHPokNQ9ULffyTCQ/o.jpg,4.5,91 E 3rd St,New York,10003,12125985993,0
,NKI1VvfXYluRjnq4S6yEuw,Divya's Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/pvN55m32kDo9J0dUskNoaw/o.jpg,4.5,25 1st Ave,New York,10003,12124774834,1
,GticI2JB8Iw2ktRfLv6aRQ,Momofuku Ko,https://s3-media2.fl.yelpcdn.com/bphoto/sa3pYIxlBMFl9zursbEKhA/o.jpg,4.5,8 Extra Pl,New York,10003,12122038095,0
,YfyfFYCFYqdzaBAx1p_O1g,TOMS,https://s3-media1.fl.yelpcdn.com/bphoto/Iyq-4PpbDNzoiYvaiboZMw/o.jpg,4,264 Elizabeth St,New York,10012,,0
,50vyTIdqKI_wsSqzaEtovg,Le Turtle,https://s3-media4.fl.yelpcdn.com/bphoto/HS58mQXuJ0QNbCd92Y6Nsg/o.jpg,3.5,177 Chrystie St,New York,10002,16469187189,0
,FavssEgZjXFi2unEXePkVQ,Tacombi - Bleecker Street,https://s3-media4.fl.yelpcdn.com/bphoto/zSzX3khnr-eDMFngm76D2w/o.jpg,4,255 Bleecker St,New York,10014,16469645984,1
,3sXUH_MCbzpqgMg3zuGvmA,Juice Generation,https://s3-media2.fl.yelpcdn.com/bphoto/zkwZbNWA5t9Frvn8wxaxRw/o.jpg,4,245 Bleecker St,New York,10014,12125311110,0
,JWLRT0dkdaC7AHtYapWbGw,Pasticceria Rocco,https://s3-media2.fl.yelpcdn.com/bphoto/_OAdfVr9GOg2ihEzcKXeiw/o.jpg,4,243 Bleecker St,New York,10014,12122426031,0
,NcW0OXCZuygYW4bjo5NjNw,Starbucks,https://s3-media4.fl.yelpcdn.com/bphoto/QPDZW3Ym-MaK555ZiJCE2Q/o.jpg,3,239 Bleecker St,New York,10014,12122061092,0
,kycAM7GyA1pEMmkdVS3xuw,Wolfnights,https://s3-media3.fl.yelpcdn.com/bphoto/3DomXDzn8i28clGlyBvYhw/o.jpg,4,235 Bleecker St,New York,10014,16467915411,1
,8nL3qtKZLyNf6nSyKqcO0g,Grom,https://s3-media2.fl.yelpcdn.com/bphoto/KQ7wxiqfkxRLJfn45DwrWw/o.jpg,4,233 Bleecker St,New York,10014,12122061738,1
,YQrcTLWazeBHwYGOCCocuQ,sweetgreen,https://s3-media4.fl.yelpcdn.com/bphoto/UglcXCuB7_JZXa4vInfsuw/o.jpg,3.5,226 Bleecker St,New York,10014,19176393212,1
,Frk0bX-y3R94lPIx7CzLmA,Le Pain Quotidien,https://s3-media4.fl.yelpcdn.com/bphoto/Nxvy86VWpjCa67TX-alypg/o.jpg,3.5,65 Bleecker St,New York,10012,16467974922,1
,vNPcZspQvQKuKuWd_Vsreg,Sweets by CHLOE,https://s3-media3.fl.yelpcdn.com/bphoto/HY35lyecXPXYc41zc_dqwQ/o.jpg,3.5,185 Bleecker St,New York,10012,13476209621,1
,xyFOlOrpBLvwiSi9VJQJwg,Creperie NYC,https://s3-media1.fl.yelpcdn.com/bphoto/zSOqYo1rdasta4zavGX5pQ/o.jpg,4,112 Macdougal St,New York,10012,12122536705,1
,jBn3NZmLK9uFT9QeeIcfvw,Irving Farm New York,https://s3-media4.fl.yelpcdn.com/bphoto/6__8Zg20bGKXx_GUsNj_Lw/o.jpg,3,78 W 3rd St,New York,10012,12122060707,1
,BgGz5IdV53bGb4o7opR5zg,Arturo's,https://s3-media1.fl.yelpcdn.com/bphoto/hUTu5vlfU4JYSNp-Qt0t4g/o.jpg,4,106 W Houston St,New York,10012,12126773820,1
,1lNt64-Qu4tTwr3JdF-7Iw,Morgenstern's Finest Ice Cream,https://s3-media2.fl.yelpcdn.com/bphoto/SYU4UWxlPn9d8yjG2Ne53A/o.jpg,4,2 Rivington St,New York,10002,12122097684,1
,9aJ1MVTthZw3QjqoG7mPjg,Rosie's,https://s3-media1.fl.yelpcdn.com/bphoto/C5Mf9gLWxbTiTzmOp2B2YQ/o.jpg,4,29 E 2nd St,New York,10003,12123350114,1
,ya4nQkuVH1ZnmNp9m1yISg,Tatsu Ramen,https://s3-media1.fl.yelpcdn.com/bphoto/noflx3CUjyJf9uTCv8zFAA/o.jpg,4,167 1st Ave,New York,10003,19292847088,1
,rCFCyKkPuLDrZLNZiLJOHw,Stromboli Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/Sd3NAg2G9cuyxPmbsp6NTA/o.jpg,3.5,83 Saint Marks Pl,New York,10003,12126733691,1
,gqTikTCIS01E2m20PzHoDQ,Tarallucci e Vino - East Village,https://s3-media4.fl.yelpcdn.com/bphoto/dHKbQ7rBEZtosiLBcTudBA/o.jpg,4,163 1st Ave,New York,10003,12123881190,1
,2wVirrAVg3ltAFHoHeXHMQ,Dim Sum Palace,https://s3-media2.fl.yelpcdn.com/bphoto/lcbCPKS2We7SEltuhohEvQ/o.jpg,4.5,59 2nd Ave,New York,10003,16464768846,1
,wQjQHZKH_DxwntbSe1QdxQ,Brick Lane Curry House,https://s3-media2.fl.yelpcdn.com/bphoto/nxJtFKDCD4J5mhsecijWwQ/o.jpg,3.5,79 2nd Ave,New York,10003,12129792900,1
,mMuAsPSy2T56j0ENSTPL9w,CAVA,https://s3-media1.fl.yelpcdn.com/bphoto/oIJgrqR7k4Et69VafVx5wA/o.jpg,4.5,143 4th Ave,New York,10003,16464166440,1
,U9BX6bMvXHk8umBYnS3Dog,Dos Toros Taqueria,https://s3-media1.fl.yelpcdn.com/bphoto/uyH20JlQ20mDWuy7Y-2r8Q/o.jpg,4,137 4th Ave,New York,10003,12126777300,1
,bMepacmKDTwCdHJAU860bQ,Le Café Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/ROZ9xDQ127FSxhuve3E8mA/o.jpg,4.5,7 E 14th St,New York,10003,12123651060,1
,bZCJL1qsa8BGgGMUEpkz2g,Lizzmonade,https://s3-media1.fl.yelpcdn.com/bphoto/VN-W4-THj04tDnNcDu5qVg/o.jpg,3.5,Brooklyn Bridge Park,Brooklyn,11201,17188558930,1
,RrNe_0PReWHXAnjTEXBikQ,Luke's Lobster Brooklyn Bridge Park,https://s3-media1.fl.yelpcdn.com/bphoto/neCjFvJ-u5LmDlBz71ullg/o.jpg,4,11 Water St,Brooklyn,11201,19178827516,1
,toxwdOCz37bX5dJ_O1h2Ew,Sugarcane Raw Bar Grill,https://s3-media3.fl.yelpcdn.com/bphoto/wdz8zM7dMJKVSQjRYS-x0g/o.jpg,4,55 Water St,Brooklyn,11201,17863690353,1
,KwPHUOFz9z7juKNHaCmRxg,Brooklyn Roasting Company,https://s3-media2.fl.yelpcdn.com/bphoto/JqNPCqIX9LMoJWbzqcghqQ/o.jpg,3,2 Main St,Brooklyn,11201,17188551000,1
,rw2k25-47ETweckMYE4A8A,Brooklyn Roasting Company,https://s3-media4.fl.yelpcdn.com/bphoto/otxDjm6K6ARauJ0ub9q9MQ/o.jpg,4,45 Washington St,Brooklyn,11201,17188551000,1
,KWC_KYP336tSFhAihd8plg,Bluestone Lane DUMBO Café,https://s3-media1.fl.yelpcdn.com/bphoto/8sCzR6W36o3AyP7_ZES3xA/o.jpg,4,55 Prospect St,Brooklyn,11201,17183746858,1
,4aF0F8w7yXX9o5_QFky_ig,Celestine,https://s3-media4.fl.yelpcdn.com/bphoto/J5HuHor_cmVEG6HhQtFeDw/o.jpg,4,1 John St,Brooklyn,11201,17185225356,0
,b7aV0WBJgrhSg5IH-lSQvQ,Friend of A Farmer,https://s3-media2.fl.yelpcdn.com/bphoto/7JyEXJsirAlVghWu0gAi7w/o.jpg,3,76 Montague St,Brooklyn Heights,11201,17186436600,0
,csEIYmMF1e-Nz8QWzXzPiw,Emack & Bolio's Brooklyn Heights,https://s3-media2.fl.yelpcdn.com/bphoto/0EdiCvHROFumWqV0oS-IUw/o.jpg,3.5,115 Montague St,Brooklyn,11201,19293376423,0
,yCF2a0qSCJqxGUdZcUilHw,Le Pain Quotidien,https://s3-media4.fl.yelpcdn.com/bphoto/J6s9JBY8jPrH7oDTNuELBw/o.jpg,2.5,121 Montague St,Brooklyn,11201,17188583078,1
,1QXTYR312XXgUExNmTEWuA,Chu's Gourmet,https://s3-media2.fl.yelpcdn.com/bphoto/LALxDBTC861Yobp95dSZEQ/o.jpg,2.5,82 Livingston St,Brooklyn,11201,,0
,EfayCQ-uIn-yGDF4kcjBiQ,Paris Baguette,https://s3-media2.fl.yelpcdn.com/bphoto/Jvbbp75vGD7wZaTxY_RrYQ/o.jpg,4,97 Court St,Brooklyn,11201,17187970404,1
,oHA5ktlMP1Pvvq6jTfV8Og,Red Mango,https://s3-media1.fl.yelpcdn.com/bphoto/WJAV_btmAyXMoyEQZNED0Q/o.jpg,4,123 Court St,Brooklyn,11201,17187972133,1
,kahXG2biwS3PHIlAbOKVJw,Pair Wine & Cheese,https://s3-media2.fl.yelpcdn.com/bphoto/7x1B_C2IJXndaXahRYod2Q/o.jpg,4,140 Atlantic Ave,Brooklyn,11201,17185966594,0
,PcF_ebeELn7mg6vqVnHjIg,Elsa,https://s3-media2.fl.yelpcdn.com/bphoto/9Rl3uYIb7eVT-prW2xMdtA/o.jpg,4.5,136 Atlantic Ave,Brooklyn,11201,19178827395,1
,rZSP1cWbuNhDxzJ4-UXJ-g,Pure Green,https://s3-media1.fl.yelpcdn.com/bphoto/tLGfAniTjF79wMKLe_ob4g/o.jpg,4,95 Boerum Pl,Brooklyn,11201,19173983488,0
,02vF5JJNEsx0Z0Ala3EGHw,Hilton Brooklyn New York,https://s3-media2.fl.yelpcdn.com/bphoto/tz6ZGhrOGszblq3i7F1JGg/o.jpg,3.5,140 Schermerhorn St,Brooklyn,11201,17188348800,0
,jWC4mD-yy-IzuZxU5ctAKw,Mia's Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/CjvLo6vsxDjaLCgyLpGUKg/o.jpg,4.5,139 Smith St,Brooklyn,11201,13479873194,1
,31XD1NbLOoZ-cclsfdf97Q,El Nuevo Cibao,https://s3-media3.fl.yelpcdn.com/bphoto/VIdrcUlJPeXRlZ74jUGKJw/o.jpg,4,172 Smith St,Brooklyn,11201,17185961501,0
,Rr718mwaNrRhXuE6bFSN7A,Fawkner,https://s3-media3.fl.yelpcdn.com/bphoto/UbHpLl748S-1QSuYiB-f1Q/o.jpg,4,191 Smith St,Brooklyn,11201,17185223172,1
,n-59KQvfQhURg6WBqxXEQw,Grand Army,https://s3-media4.fl.yelpcdn.com/bphoto/EFpXQ_BiVGXDtZO7Ky8MCA/o.jpg,3.5,336 State St,Brooklyn,11201,17186431503,0
,_L_zrbTjKf3KjWvp8gnb5Q,Pierogi Boys,https://s3-media1.fl.yelpcdn.com/bphoto/7MNJdck-qCL2ORgJRcQDxg/o.jpg,4.5,445 Albee Square W,Brooklyn,11201,19293602768,1
,wXiIxbnFRaFBS9RI4wJrdw,Baba Cool,https://s3-media1.fl.yelpcdn.com/bphoto/QsGDkqCyLYnKNuUSz1XFTg/o.jpg,4,64 Lafayette Ave,Brooklyn,11217,13476892344,1
,PuOL6UrbYsxbH72gx_u-0w,Greene Grape Annex,https://s3-media1.fl.yelpcdn.com/bphoto/06bje3ALLaGIw7VVwEG5aw/o.jpg,3.5,753 Fulton St,Brooklyn,11217,,1
,Hx6GGjOOcdTqtclEw7oeSw,The Kings Beer Hall,https://s3-media3.fl.yelpcdn.com/bphoto/yFHE5za2-xXYWe8QYSkY4w/o.jpg,3,84 Saint Marks Pl,Brooklyn,11217,13472277238,1
,1vSx0gpTqro-N73NGKneEA,Insa,https://s3-media3.fl.yelpcdn.com/bphoto/7d36vaFoUZXTYv5_35RH7g/o.jpg,3.5,328 Douglass St,Brooklyn,11217,17188552620,1
,TKpP5_U0HTmxWsjl8LIl1w,Lucky 13 Saloon,https://s3-media4.fl.yelpcdn.com/bphoto/arvaKeUYDsY5w1trDDwS1g/o.jpg,4,644 Sackett St,Gowanus,11215,17185960666,1
,OMRkRHFXmS9txTWirA-yMA,Taheni Mediterranean Grill,https://s3-media3.fl.yelpcdn.com/bphoto/7lFILz_VP3wMMAmwClod-g/o.jpg,4,224 4th Ave,Brooklyn,11215,17185222083,1
,gNuIdQMEddQUHUTiFXxZGg,Brownstone Bagel & Bread,https://s3-media2.fl.yelpcdn.com/bphoto/ueiwz3BOw-91RswY5zBMKQ/o.jpg,3.5,671 Union St,Brooklyn,11215,17186226030,1
,lufZs3ZJuJHDXWA362DYng,Colony 274,https://s3-media1.fl.yelpcdn.com/bphoto/d9mjcEjcXzaDFZXbaiUA8w/o.jpg,3.5,274 4th Ave,Brooklyn,11215,17188675309,1
,J99VVAUid72FNwEqiSEnHg,Givers and Takers,https://s3-media1.fl.yelpcdn.com/bphoto/BnhUXnjxmb2-42IlRgRs4w/o.jpg,4.5,286 3rd Ave,Brooklyn,11215,13479874306,1
,DyPK6IyY-8xIqQWT4HqJNw,Gristmill,https://s3-media1.fl.yelpcdn.com/bphoto/rH7CDkAWn0jHUyyEnXH3sQ/o.jpg,4.5,289 5th Ave,Brooklyn,11215,17184992424,0
,AEKnbImOQWMOL7bS9lQ2wQ,Cooks & Captains,https://s3-media3.fl.yelpcdn.com/bphoto/G0eeV2PLI0h9M-O4uloyRA/o.jpg,4.5,254 5th Ave,Brooklyn,11215,13477213801,0
,UvQr8V1dD_d6yRsMJi04wA,Shaking Crab- Brooklyn,https://s3-media1.fl.yelpcdn.com/bphoto/cvhgQU_UDdG-MYe9MZCwag/o.jpg,3.5,230 5th Ave,Brooklyn,11215,19293376140,1
,KJFosOrLotvQo_rntg0sjA,Bricolage,https://s3-media4.fl.yelpcdn.com/bphoto/XxDFJZyoYbu5XJG4Vtrn_w/o.jpg,4,162 5th Ave,Brooklyn,11217,17182301835,1
,_E1CTER1oQ9uFrQa-EoHzQ,Sun Bo Bo Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/XvNHITxYSJHwsMtKkcnabQ/o.jpg,4,471A 5th Ave,Brooklyn,11215,17187687748,0
,dRxhREFZS7Dv6LpjmgFPiA,Subway,https://s3-media4.fl.yelpcdn.com/bphoto/hbFlW02jnDQRuAkQHmiCGw/o.jpg,2.5,525 5th Ave,Brooklyn,11215,17184992207,1
,nqXvLzqzQQTJ2eMPkAcojw,Roots Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/xiiUzk4albgGYmSLsODbmw/o.jpg,4.5,639 5th Ave,Brooklyn,11215,19293015535,0
,L3HDotnnzGKZfoy62kZAkg,Camperdown Elm,https://s3-media1.fl.yelpcdn.com/bphoto/XpUufZ0CjbzNNpW807mRkQ/o.jpg,4.5,441 7th Ave,Brooklyn,11215,13472944786,1
,GeC5BSUtJf7NmRt9QspDiw,Uncle Louie G,https://s3-media4.fl.yelpcdn.com/bphoto/_um1AiLtnWJxahZapYdyzQ/o.jpg,4,319 7th Ave,Brooklyn,11215,17189654237,1
,De_10VF2CrC2moWaPA81mg,Just Salad,https://s3-media1.fl.yelpcdn.com/bphoto/xX9UzyMKSao3qfsufH9SnA/o.jpg,3.5,252 7th Ave,Brooklyn,11215,12122441111,1
,NXWrj0QQq0kgbqRwWu_C4g,Chocolateria,https://s3-media2.fl.yelpcdn.com/bphoto/KLJoQYcgbkDx6y2k6LuG_w/o.jpg,3,228 7th Ave,Brooklyn,11215,17184994080,1
,xxgcU_oFIox_pAmroo9WwA,Front Street Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/ybrfmg0lGdBoJRM7X1_s3A/o.jpg,4,80 Front St,Brooklyn,11201,17188753700,1
,89z4qetFymJunuErlciwaA,sweetgreen,https://s3-media1.fl.yelpcdn.com/bphoto/1rRBHndsz8yBpbfp-3SI_A/o.jpg,3,50 Washington St,Brooklyn,11201,13477574900,1
,7DvC6upbps_EjRP0IC8RRw,sweetgreen,https://s3-media1.fl.yelpcdn.com/bphoto/2r28OUWqcuqLKyT2eHXgfA/o.jpg,3,127 Court St,Brooklyn,11201,13477676800,1
,HDDBpOKpKqRza-IhiE4CTw,Bareburger,https://s3-media1.fl.yelpcdn.com/bphoto/Vwuff0Xq3XSwJp9RX7Lkhw/o.jpg,3.5,149 Court St,Brooklyn,11201,13475296673,1
,hO1T1fG5f5FbvOP2124rpw,Negril BK,https://s3-media2.fl.yelpcdn.com/bphoto/f4dYwn8IbPlx4MTp8fKOrA/o.jpg,4,256 5th Ave,Brooklyn,11215,13477213801,1
,FaPtColHYcTnZAxtoM33cA,Chu Tea,https://s3-media4.fl.yelpcdn.com/bphoto/05Q6eHDSpXmytCf4JHR7AQ/o.jpg,4,471 5th Ave,Brooklyn,11215,17187881113,1